Street or Road Name,Secondary street name,1: Are you in favour of reducing traffic in Littlemore?,2: How many journeys per week do you make - CAR - BEFORE LTN,2: How many journeys per week do you make - CAR - AFTER LTN,2: How many journeys per week do you make - MOTORBIKE - BEFORE LTN,2: How many journeys per week do you make - MOTORBIKE - AFTER LTN,2: How many journeys per week do you make - VAN - BEFORE LTN,2: How many journeys per week do you make - VAN - AFTER LTN,2: How many journeys per week do you make - BUS - BEFORE LTN,2: How many journeys per week do you make - BUS - AFTER LTN,2: How many journeys per week do you make - FOOT - BEFORE LTN,2: How many journeys per week do you make - FOOT - AFTER LTN,2: How many journeys per week do you make - WHEELCHAIR etc - BEFORE LTN,2: How many journeys per week do you make - WHEELCHAIR etc - AFTER LTN,2: How many journeys per week do you make - BIKE - BEFORE LTN,2: How many journeys per week do you make - BIKE - AFTER LTN,2: How many journeys per week do you make - SCOOTER - BEFORE LTN,2: How many journeys per week do you make - SCOOTER - AFTER LTN,"3: If you drive, the reasons for this are:","4. Overall, the LTN's impact on you has been:",5. Location of traffic filters: Church Hill Road,5. Location of traffic filters: Beauchamp Lane,5. Location of traffic filters: Littlemore Road,5. Location of traffic filters: Mayfair Road,5. Location of traffic filters: Liddell Road,5. Location of traffic filters: Bartholomew Road,6: Do you think the current Cowley LTNs should be,7:  What is the biggest benefit of the LTNs?,8: What is the biggest problem of the LTNs?,9: Have you filled in the county's online LTN consultation?,10. Do you have any other comments or ideas to improve traffic in our area?
Long Lane,,Yes,5,2,,,,,,,,,,,,,,,"Work, Shopping, Health appointments",5,No opinion,Remove,Remove,No opinion,No opinion,Remove,Removed,None for me,Access to Templar's Square and travel to BBL,Yes,"- Remove LTN Littlemore Road for Templar's Square access
- Remove crossing at top of Newman Road as is a bottleneck
- Remove LTN for access to BBL"
Long Lane,,Yes,8,2,,,,,1,5,2,14,,,7,10,,,"Shopping, Visiting friends",1,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,"Safer and more pleasant to walk to school (on Bartholomew Road) with my daughter. We can now talk, not breathe in fumes and feel safe. LTNs mean people need to plan car journeys more but it is so worth it for us. ",No camera on Bartholomew Road,Yes,"Please keep LTNs! Need to take brave, bold and significant measures to improve our planet, lives and well being."
Long Lane,,,12,12,,,,,,,6,6,,,2,2,,,"Work, Shopping, Gyms, Health appointments, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Making motor vehicle journeys longer; journeys more stressful; more chances of accidents are people are turning round.,No,
Long Lane,,No,,,,,,,,,,,,,,,,,"Work, Shopping, Gyms, Health appointments, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Causing more pollution,Yes,
Long Lane,,,4,2,,,,,,,,,,,,,,,"Shopping, Health appointments",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Get in the way,No,
Long Lane,,Yes,1,1,,,,,,,3,3,,,,,,,"Work, Shopping, Health appointments",3,No opinion,Remove,Remove,No opinion,No opinion,Agree,Kept with alterations,More people walking. Don't really affect me as I work from home. ,,No,
Long Lane,,No,4-5,4-5,,,,,,,,,,,4-5,4-5,,,"Work, Shopping",4,Remove,Remove,Remove,Remove,Remove,Remove,Removed,Quiet roads for cycling / skating,Delay [car] journeys; spend longer in my car; have to find new routes,No,Remove LTNs
Long Lane,,Yes,7,7,,,,,4,6,,,,,,,,,"Work, Shopping, Health appointments",5,No opinion,Remove,Change,No opinion,No opinion,Change,Removed,None,Do not serve any purpose,No,No right turn on Newman Road / Iffley Road junction (have to use roundabout instead)
Long Lane,,Yes,,,,,3,3,3,3,7,7,,,,,,,,5,No opinion,Remove,Remove,No opinion,No opinion,Change,Kept with alterations,None,Not able to get to Cowley Centre; difficult to get to the Churchill,No,- Make no right turn on Newman Road
Long Lane,,Yes,10,10,,,,,,,,,,,7,7,,,"Work, Gyms, Health appointments, School run",2,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,Safety; encouraging people to walk and cycle,Need camera on Bartholomew Road,No,"- Add camera to Bartholomew Road, would improve flow to Newman / Iffley Road junction. "
Long Wall,,Yes,14,14,,,,,,,2,2,,,,,,,"Work, Shopping, Gyms, Health appointments, School run, Visiting family and friends",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,"Increase in emissions due to stationary traffic, time delay, dangerous and impatient driving due to delay. School run longer.",Yes,
Long Wall,,Yes,4,4,,,,,1,1,5,5,,,1,1,,,Work,,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,Less fumes when walking pram to park with baby,,No,
Long Wall,,Yes,5 (taxi),5 (taxi),,,,,,,,,,,,,,,"Shopping, Health appointments",,No opinion,No opinion,Remove,No opinion,No opinion,Remove,,,No thought of emergency vehicles and taxis.,,
Long Wall,,Yes,15,15,,,,,,,2,2,,,,,,,"Work, School run, Caring responsibilities",4,No opinion,No opinion,Remove,No opinion,No opinion,Change,Kept with alterations,Side streets are quieter,"Increased traffic on Newman Road / Rose Hill, which makes junction dangerous.",No,"- Parking outside shops on Cowley Road Littlemore, install railings / bollards be placed opposite to stop people parking on double yellows there?
- Stop pavement parking"
Long Wall,,Yes,6,6,,,,,3,0 (due to Covid),5,5,,,,,,,"Shopping, Health appointments, Caring responsibilities",5,No opinion,Agree,Remove,Remove,Remove,Remove,Removed,Havens for a few,Community cut off / divided. Pollution and congestion pushed out to other residential roads and ring road already overloaded. Discriminates against elderly and less able-bodied due to no doctors / dentist / shopping centre. Traffic now speeding on quieter roads. Traffic through Littlemore will be worse once Bartholomew Road camera installed. ,Yes,"- More traffic calming humps in Oxford Road
- Improved signage RE speed limit and enforce it
- Much improved, regular, cheaper bus service for easier access to shopping / health appointments
- Bring back dial-a-ride service
- Newman Road junction: traffic lights?? 
"
Long Wall,,Yes,2,2,,,,,1,1,3,3,,,3,3,,,,3,No opinion,Agree,Remove,Agree,Agree,Agree,Kept with alterations,Some reduction of traffic in residential streets,Newman Road / Iffley Road junction and people driving a long way to get round,No,"- LTNs need to be accompanied by improved bus services and traffic-slowing / calming measures if/where barriers are removed
- Newman Road exit to Iffley Road needs a rethink. "
Long Wall,,Yes,1,1,,,,,1,1,7,7,,,,,,,Shopping,4,Remove,Agree,Remove,Agree,Agree,Remove,Kept with alterations,"Reduction in pollution, noise and danger to pedestrians","Relocation of traffic causing increased pollution, danger and noise to areas such as Littlemore",Yes,"A more holistic strategy to reduce traffic and pollution in all of Oxford, not piecemeal measures. "
Long Wall,,Yes,5,5,,,,,,,,,,,,,,,"Work, Shopping, Health appointments",3,Remove,No opinion,Remove,No opinion,No opinion,No opinion,Kept with alterations,More pedestrian zones and less traffic in residential areas ,Tricky finding alternative routes at times,No,
Long Wall,,No,10,10,,,,,1,1,6,6,,,3,3,,,"Work, Shopping, Gyms, Health appointments, Caring responsibilities",5,Remove,No opinion,Remove,Remove,Remove,Remove,Removed,People who lived on closed streets have nicer environment,"Longer routes, more time taken for local car journey,s, leading to increased congestion and pollution in new bottlenecks. Pushing traffic onto Cowley, Iffley and Ring road solves nothing. ",Yes,Need bigger picture approach rather than isolated communities wanting quieter routes.
Long Wall,,Yes,7,7,,,,,,,5,5,,,,,,,"Shopping, Health appointments",,No opinion,Remove,Remove,Remove,No opinion,Remove,Removed,A few quiet houses,"Pollution, more traffic through other roads, longer journeys and traffic jams. Emergency service access. ",Yes,"- Better bus services
- Local doctor's surgery"
Mandelbrote Drive,,Yes,20+,20+,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, Caring responsibilities",4,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Increase traffic elsewhere; longer journeys,No,"Better bus service to hospitals/Headington. No point in LTNs. They divert traffic, don't reduce it. Would use public transport if more reliable."
Mandelbrote Drive,,No,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Work, Shopping, Gyms, Health appointments",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Inconvenient adding to journey time / mileage,No,
Mandelbrote Drive,,No,20,20,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, Caring responsibilities",4,No opinion,No opinion,Remove,No opinion,Change,Remove,Kept with alterations,Less speeding on residential streets,Moves traffic elsewhere; more congestion,Yes,Need more bus services; Oxford centre should be a ULEZ; use Cowley branch line for passenger rail (instead of housing currently planned for that site)
Mandelbrote Drive,,Yes,Same amount,Same amount,,,,,,,,,,,,,,,"Shopping, Gyms, Health appointments",4,No opinion,Remove,Remove,No opinion,No opinion,No opinion,Don't know,Slowing traffic,I have a low-profile car and it affects my car,No,
Mandelbrote Drive,,Yes,5,5,0,0,0,0,1,1,3,3,0,0,0,0,0,0,"Shopping, Gyms, Health appointments",4,No opinion,No opinion,Remove,No opinion,No opinion,Remove,Kept with alterations,Reduce speed,Not being able to travel from Littlemore to Temple Cowley,Yes,Traffic calming is good but blocking roads such as Littlemore Rd and Bartholomew Rd increases traffic on the ring road and has a negative effect on Temple Cowley retail and leisure businesses
Mandelbrote Drive,,,14,14,,,,,,,,,,,,,,,"Work, Shopping, School run",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,,Causing more traffic and pollution to residents of other areas,No,Better bus connections - improve public transport
Mandelbrote Drive,,Yes,0,,0,,0,,0,,2,,0,,1,,0,,,1,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,Safer cycling,,No,
Mandelbrote Drive,,No opinion,1,1,0,0,0,0,1,1,5,5,0,0,0,0,0,0,Health appointments,3,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Don't know,Quieter roads and less pollution,Medical and other services cannot access areas,No,If people could afford housing closer to their work they wouldn't need to use a car or bus. I work in Littlemore as a teacher and I can't afford a place in the area
Mandelbrote Drive,,Yes,8,8,,,,,,,2,2,,,3,3,0,2,"Work, Shopping, Gyms",4,Remove,Remove,Remove,Remove,Remove,Remove,Removed,More cycling,"Longer journeys, more traffic = more CO2",Yes,"LTNs are highly detrimental, though impact varies from person to person: my partner is a midwife who is often delayed on her way to a home birth, which is dangerous"
Mandelbrote Drive,,Yes,0 Just moved in ,8,,,,,,,,,,,,,,,"Work, Shopping, Health appointments",3,,,,,,,Don't know,Safer roads for peds & cyclists,Don't show up on satnav; can be confusing for a newcomer,No,
Mandelbrote Drive,,Yes,<1,<1,,,,,,,10,10,,,10,10,,,"Shopping, NB. I use car sharing",1,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,Much less fast car traffic making cycling / walking safer,NIMBYs going mad,Yes,
Mandelbrote Drive,,Yes,,,,,,,,,,4,,,,2,,,,,No opinion,No opinion,Agree,No opinion,No opinion,No opinion,,,,No,"Please increase bus schedule, e.g. until 10pm"
Mandelbrote Drive,,No,Similar,Similar,,,,,,,,,,,Similar,Similar,,,"Work, Gyms, Health appointments",4,,,,,,,Removed,Must be useful for residents of those streets,Traffic and blockages on other roads,No,"I understand and appreciate the benefits to residents. My experience has been increased traffic, I was not seriously inconvenienced but I believe these contribute to traffic elsewhere, e.g. Iffley Road"
Mandelbrote Drive,,Yes,15,10,,,,,20,5,,,,,,,,,"Work, Shopping, Health appointments, School run",,Remove,Remove,Remove,Remove,Remove,Remove,Removed,Increased cycling,Increased traffic congestion,No,
Mandelbrote Drive,,Yes,10,10,,,,,,,,,,,,,,,"Shopping, Health appointments",,Remove,Remove,Remove,Remove,Remove,Remove,Removed,No benefits to me,It makes our journeys awful and longer,No,I think this has just made our journeys as residents to be long - and in traffic - just a waste of time and our money!
Mandelbrote Drive,,No opinion,15,15,,,,,,,,,,,,,,,"Work, Shopping",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,,Causes more traffic + pollution in other places; makes journeys longer,No,
Mandelbrote Drive,,No,,,,,,,,,,,,,,,5,5,,5,No opinion,No opinion,Remove,No opinion,No opinion,Remove,Removed,,People with limited mobility are disadvantaged,,
Mandelbrote Drive,,No,Same,Same,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, School run",5,No opinion,No opinion,Agree,No opinion,No opinion,No opinion,Removed,"Less noise, safe maybe","Have created a lot of traffic in 2 main roads, therefore more pollution & more anger of drivers who have to wait",No,Speed cameras work better than anything. However the combination of sped bumps & cameras are the best combination. People tend to behave when they know they could be fined.
Mandelbrote Drive,,Yes,10,6-8,,,,,,,,,,,,,,,"Work, Shopping, Gyms, Health appointments",4,No opinion,No opinion,Remove,No opinion,No opinion,No opinion,Removed,Blocking rat runs,"Increasing car journeys, more pollution etc",No,Stop building more houses without changing/increasing infrastructure. Because of LTNs we have stopped going to Templar's Square and Florence Park.
Mayfair Road,,Yes,8,8,,,,,,,,,,,,,,,Shopping,4,Remove,Agree,Remove,Agree,No opinion,Agree,Kept with alterations,Less traffic on some streets,"More traffic on peripheral streets; frustrated drivers who can't get to where they ""need"" to go easily; emptier streets means more speeding; ",No,"- 20 and 30mph speed enforcement 
- Put in camera on Bartholomew Road
- Stop pavement parking"
Mayfair Road,,Yes,5,5,,,,,,,10,10,,,10,10,,,"Shopping, Gyms, Health appointments",2,Remove,Agree,Remove,Agree,Remove,Change,Kept with alterations,Reduced traffic in residential areas,Isolates certain areas; increases traffic volumes elsewhere,No,More traffic calming
Mayfair Road,,No,7,7,,,,,,,,,,,,,,,"Shopping, Health appointments",4,No opinion,No opinion,Remove,No opinion,No opinion,Remove,Kept with alterations,Quiet side roads,Not on major bust and motor routes,No,
Mayfair Road,,No,2,2,,,,,2,1,5,5,,,,,,,"Shopping, Health appointments",5,No opinion,Remove,Remove,Remove,No opinion,Remove,Removed,None,Long alternative route with congestion,Yes,Remove LTNs
Mayfair Road,,Yes,yes,Yes,,,,,,,,,,,,,,,"Work, Health appointments",3,No opinion,No opinion,No opinion,Remove,No opinion,No opinion,Kept with alterations,Peace [quiet],Traffic on main roads; getting in and out of Westbury Crescent; longer journey times,No,"- Monitor traffic before implementing
- Consider filter into Church Cowley Road towards town"
Mayfair Road,,Yes,8-9,4-5,,,,,0,1,12,16,,,1,1,,,Shopping,1,Agree,Agree,Agree,Agree,No opinion,Agree,Kept as is,"Road [Mayfair Road] much quieter; thinks people are making the effort to cut down car journeys. Happy that positive steps have been taken, some inconvenience but we all need to think about cutting car usage. ",Motorbikes and scooters still using them,Yes,"- Cheaper buses and park and rides to discourage commuters from parking in residential areas
- Good road surfacing for cyclists
- Add traffic calming on Cowley Road Littlemore
- Better junction at Newman Road - Install bus gate camera on Bartholomew Road"
Mayfair Road,,Yes,4,4,,,,,,,1,1,,,,,,,"Shopping, Health appointments",2,Remove,Agree,Agree,Agree,No opinion,Agree,Kept with alterations,Reduced speeding traffic,Greatly increased traffic flow for certain areas,Yes,"- Install bus gate camera
- Enforcement of regulations not letting motorcycles / mopeds / eScooters through filters"
Mayfair Road,,Yes,,,,,,,10,4,14,14,,,14,14,,,,1,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,Fewer cars / less traffic and quieter. More bike friendly,Don't drive so no drawbacks,No,Larger and better signalled bike lanes
Mayfair Road,,No,10+,8+,,,,,Yes,Yes,,,,,,,,,"Shopping, Gyms, Health appointments",5,Remove,No opinion,Remove,Remove,No opinion,Remove,Removed,None,Have to drive about 1.5 miles more to get where I want to go,No,Remove LTNs
Mayfair Road,,Yes,15,15,,,,,,,5,6,,,,,,,"Work, Shopping, Health appointments, School run",2,Agree,No opinion,No opinion,Agree,No opinion,No opinion,Kept with alterations,Less traffic noise in evenings,People thinking it's pedestrian area and walking in the road,No,
Mayfair Road,,No,10,5,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, School run, Caring responsibilities",5,No opinion,No opinion,No opinion,Remove,No opinion,No opinion,Removed,None,Our taxi job being affected,Yes,Need 20mph speed limit sign
Mayfair Road,,Yes,15,10,,,,,1,1,10,15,,,,,,,"Work, Shopping, Gyms, Health appointments, School run",1,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,"Quiet roads, safer for children",Some roads have higher traffic levels at busier times (e.g. Westbury Crescent),Yes,- Install bus gate camera on Bartholomew Road
Mayfair Road,,Yes,4-5,2-3,,,,,1,1,5-7,5-7,,,10-12,15-20,0,1-2,Shopping,1,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,"My street [Mayfair Road] is quieter, safer and less polluted. Children play more often in the street. It is much safer for me to cycle round the area. Reduces car travel.",More traffic on Iffley Road,Yes,"- Install bus gate cameras
- Need better updates from the council (e.g. with ANPR installation)"
Mayfair Road,,Yes,12,6,,,,,0,2,5,7,,,7,14,,,"Work, Shopping",1,Agree,Agree,Agree,Agree,No opinion,No opinion,Kept with alterations,Children's safety,Traffic rerouting; motorbikes not respecting LTNs,Yes,"Pedestrian and cyclist safety must be paramount, but there still needs to be a safe and sustainable way for people to drive."
Mayfair Road,,No,4,4,,,,,,,,,,,,,,,"Shopping, Health appointments",5,Agree,Remove,Agree,Remove,Remove,Remove,,None,Traffic has become worse; no easy route to doctor's surgery,No,
Mayfair Road,,,5,5,,,,,,,,,,,,,,,"Work, Shopping",4,No opinion,No opinion,No opinion,Change,No opinion,Change,Kept with alterations,Less traffic pollution in the area,No emergency service access; longer journey around; more traffic and pollution in other areas,No,"- Give access to emergency vehicles through filters
- Give EV access through filters"
Mayfair Road,,No,5,5,,,,,,,1,1,,,,,,,"Work, Shopping, School run",,Remove,No opinion,Remove,No opinion,No opinion,Remove,Removed,None,I drive further to reach work,No,
Mayfair Road,,,7,7,,,,,,,1,0,,,,,,,"Work, Shopping, Health appointments",5,Remove,Agree,Remove,Remove,Remove,Remove,Removed,None,"Feel less safe to walk in area without passing cars; divided local communities; emergency service access difficult; detrimental to local businesses; only benefits young, fit and wealthy who do not have a school run before work",Yes,"Improve footpaths (dropped kerbs, lighting, CCTV)"
Mayfair Road,,Yes,,,,,,,Every day,Every day,Every day,Every day,,,,,,,Don't drive,2,No opinion,No opinion,,Agree,No opinion,No opinion,Kept as is,"Less traffic, less pollution",,No,
Mayfair Road,,Yes,,,,,,,,,5,2,,,,,,,Don't drive,5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Inconvenient for motorists,Yes,
Mayfair Road,,Yes,,,,,,,,,17,17,,,,,,,Don't drive,1,Agree,Agree,Agree,Agree,No opinion,No opinion,Kept as is,Safer for pedestrians and cyclists; less pollution,Slightly longer route for motorists,No,"Charge households with more than one car more council tax, car free households should get a rebate"
Mayfair Road,,Yes,1,1,,,,,2,2,7,7,,,3,3,,,,3,No opinion,No opinion,No opinion,Change,No opinion,No opinion,Kept with alterations,Lowering car cut-through traffic,Overly fiddly route to get to some roads,No,Add speed bumps on cut-through roads so traffic can get through but is forced to do so more slowly
Mayfair Road,,No,,,,,,,,,2,2,,,,,,,Don't drive,,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Traffic doubled everywhere,No,Need a crossing between Mayfair and Bartholomew Roads
Mayfair Road,,Yes,,,,,7,7,,,2,2,,,1,1,,,,1,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,Reduced traffic,Lack of routes when main road is closed by accident,No,Trees instead of wooden planters
Mayfair Road,,No,5,5,,,,,,,,,,,,,,,"Shopping, Health appointments, Caring responsibilities",5,Remove,No opinion,Remove,Remove,No opinion,No opinion,Removed,None,"Father lives in Mayfair Road, much longer to go see him [lives in Ridgefield Road]. Journey longer and more stressful; Church Cowley Road awful due to traffic; Littlemore Road is a main road and should not be closed",Yes,
Mayfair Road,,Yes,3,2,,,,,,,6,6,,,2,2,,,"Work, Shopping, Health appointments",3,Remove,Agree,Remove,Agree,Agree,Agree,Kept with alterations,Reduced traffic,Longer journeys for some; some roads more busy (e.g. Westbury Crescent),No,Remove LTNs
Mayfair Road,,Yes,,,,,,,7,7,,,,,,,,,,3,Agree,Agree,Agree,Agree,Agree,Agree,,,,,
Mayfair Road,,No,20,20,,,,,,,10,10,,,,,,,"Work, Shopping, Gyms, Health appointments",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Traffic on other roads,Yes,
Medhurst Way,Lanham Way,Yes,,,,,,,,,,,,,5,0,,,,3,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Don't know,,,No,Extend experimental period
Medhurst Way,Lanham Way,No,7,7,,,,,4,4,2,2,,,,,,,"Work, Shopping, Health appointments",2,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,Easier to get around,Longer journeys to other side of Cowley,Yes,"- Remove traffic calming in Oxford Road
- Introduce another LTN to stop through traffic"
Medhurst Way,Lanham Way,Yes,0 (moved July 2021),4,,,,,,,NA,14,,,NA,12,,,"Shopping, Health appointments",3,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Don't know,Reduction in pollution; slightly safer for pedestrians and cyclists,Cause issues for locals making small car journeys,No,
Minchery Road,,Yes,14,14,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, School run, Caring responsibilities",5,No opinion,Remove,Agree,No opinion,No opinion,No opinion,Kept with alterations,"Fresh air, less traffic",Create traffic somewhere else,No,
Minchery Road,,No,7,7,,,,,,,,,,,5,5,,,"Work, Shopping, Health appointments, School run",5,No opinion,Agree,Remove,Agree,No opinion,Remove,Kept with alterations,Area no longer being used as a rat run,Cutting off main access roads (i.e. Littlemore and Bartholomew Roads),Yes,
Minchery Road,,Yes,,,,,,,,,,,,,,,,,"Shopping, Health appointments",5,Remove,Agree,Remove,Remove,Remove,Remove,Removed,None for our area (Minchery Farm),Cuts off Littlemore from Oxford and worsens traffic,Yes,"- Littlemore needs more access, not less
- Improve buses and open Cowley line"
Minchery Road,,No,17,17,,,,,2,2,1-2,1-2,,,,,,,"Work, Shopping, School run, Caring responsibilities",,Agree,Agree,Remove,Change,Change,Remove,Removed,None,Traffic diversion,No,"- Let locals use roads through LTNs
- More frequent and cheaper buses"
Minchery Road,,No,1,1,,,,,,,,,,,,,,,"Work, Shopping, Health appointments",4,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,More delays; longer journeys,No,Road works should be faster
Minchery Road,,Yes,Yes,Yes,,,,,,,Yes,Yes,,,,,,,Shopping,,,,,,,,Kept as is,,School traffic,No,Stop school run parking
Minchery Road,,Yes,10,10,,,,,2,2,10,10,,,3,3,,,"Work, Shopping, Health appointments, Caring responsibilities",5,No opinion,Agree,Remove,Remove,No opinion,Remove,Removed,None for Littlemore residents,More congestion in Littlemore; longer journey times; now feels unsafe to take children out on bikes; harder to access Scout group in Mayfair Road,Yes,More pedestrian crossings
Minchery Road,,,3,3,,,,,1-2,1-2,,,,,,,,,"Shopping, Health appointments",,No opinion,No opinion,Remove,No opinion,No opinion,Remove,Removed,None,Traffic displacement; negative effect on local shops,No,
Minchery Road,,No,7,7,,,,,,,,,,,,,,,"Work, Shopping",5,Remove,Agree,Remove,Remove,Remove,Remove,Removed,None,More traffic; negative effect on local shops,Yes,Remove LTNs
Minchery Road,,No,7,7,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, School run",5,No opinion,No opinion,Remove,No opinion,No opinion,Remove,Removed,None,Longer journey times; use more fuel; more pollution,No,
Minchery Road,,No,15+,15+,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, School run, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,More traffic; slows emergency services down,No,"- Remove LTNs
- Stop road works"
Minchery Road,,No,2,3,,,,,,,,,,,,,,,"Shopping, Health appointments, Caring responsibilities",,No opinion,No opinion,Remove,No opinion,No opinion,Remove,Removed,None,Longer journeys (doctor and hospital appointments); traffic displacement; waste more fuel; Littlemore Road is a main road; cuts off Littlemore from the rest of the city,No,
Minchery Road,,No opinion,2,1,,,,,,,,,,,,,,,"Shopping, Health appointments",5,Remove,No opinion,No opinion,Remove,Remove,No opinion,Removed,None,Congestion on main roads,No,
Minchery Road,,,30+,30+,,,,,,,,,,,,,,,"Work, Health appointments, School run, Caring responsibilities",5,Agree,Agree,Remove,Agree,Agree,Remove,Removed,None,Longer journeys; more traffic,Yes,Stop housing development in Littlemore
Minchery Road,,No,6,6,,,,,,,4,4,,,3,3,,,"Work, Shopping",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,No alternatives to cars; traffic displacement and more pollution,No,"- Better public transport 
- Clean and safe cycle routes
- Reduced speed limits
- Speed bumps"
Minchery Road,,No opinion,15,15,,,,,,,,,,,25+,25+,,,"Work, Gyms, Health appointments",5,No opinion,Remove,Remove,No opinion,Remove,Remove,Removed,Less traffic,Inconvenience; longer journeys; more cost,No,
Minchery Road,,,30,30,,,,,,,sometimes,sometimes,,,sometimes,sometimes,,,"Work, Shopping, Health appointments, Caring responsibilities",5,Remove,Change,Remove,Change,Agree,Change,,None,Traffic displacement,No,More reliable bus service
Minchery Road,,No,10,17,,,,,,,,,,,,,,,"Work, Shopping, Gyms, Health appointments",5,Remove,Remove,Remove,Remove,No opinion,Remove,Removed,None,Longer journeys,Yes,
Minchery Road,,No opinion,,,,,,,yes,Yes,Yes,Yes,,,,,,,Don't drive,4,Agree,Agree,Remove,No opinion,Agree,Agree,,Less traffic,Longer journeys,No,
Minchery Road,,No,25,25,,,,,,,,,,,20,0,,,"Work, Shopping, Health appointments, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Iffley Road too busy for cycling,No,
Minchery Road,,Yes,5,5,,,,,,,,,,,2,2,,,Work,3,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Don't know,,Longer journeys,No,
Minchery Road,,No,2,2,,,,,,,,,,,5,5,,,"Work, Shopping, Health appointments",5,No opinion,No opinion,Remove,No opinion,No opinion,Agree,Kept with alterations,Stopping traffic by schools,Longer journeys; use more fuel,No,
Newman Road,,No,6,6,1,1,,,10,10,12,12,,,5,5,,,"Work, Shopping",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,"Main roads (Oxford Rd) overloaded with traffic, commute times almost doubled, only negligible reduction of traffic on my road",Yes,"The LTN is not even proving to be a green solution, as pollution has increased due to constant traffic jams on the mains roads. In Newman Road traffic has only slightly reduced, but speeding has increased, although I wouldn't know why. Improve public transport or imporve cycle paths to make getting in the car inconvenient with alternatives"
Newman Road,,Yes,2,,,,,,8,,,,,,1,,,,"Shopping, Health appointments",3,Agree,Agree,Agree,Agree,Agree,Agree,Kept with alterations,Reduces pollution,Causes people to take longer routes,No,
Newman Road,,Yes,Same,Same,,,,,,,,,,,,,,,"Work, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,"Difficulty for people with mobility issues, causing more pollution due to longer routes",No,Making a slip road to the left at the top of Newman Road for access to the bypass. This would avoid bottleneck traffic.
Newman Road,,,Same,Same,,,,,,,,,,,,,,,"Work, Shopping, Gyms, Health appointments",,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,The problem has just been moved to other roads causing more congestion,Yes,"Possible one way system that doesn't impact on priority services such as ambulance, police, care work, home care, district nurses, all community home services, people with disabilities making journeys extra long. A system that works for road users."
Newman Road,,No opinion,3,4,,,1,3,,,5,4,,,,,,,"Work, Shopping, Health appointments, School run, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,"Causes too much traffic and pollution, more chances of collision [on Newman Road]; problems for emergency services and eldery.",No,
Newman Road,,Yes,5,5,,,,,35,35,18,18,,,,,,,Health appointments,3,No opinion,No opinion,No opinion,Remove,No opinion,Remove,Removed,None,Longer journeys,No,Encourage more public transport use
Newman Road,,Yes,20+,20+,,,,,,,20+,20+,,,,,,,"Work, Shopping, Health appointments, Caring responsibilities",5,Remove,Agree,Remove,Remove,No opinion,Remove,Kept with alterations,None,"Increased pollution; everyone now using Newman and Church Cowley Road; no traffic reduction, just redirection.",Yes,Removal of Newman road traffic calming (caused cyclists to use pavement instead)
Newman Road,,Yes,3,3,,,,,4,0,9,9,,,,1,,,"Shopping, Caring responsibilities",1,Agree,Agree,Agree,Agree,No opinion,Change,Kept with alterations,Quieter and safer streets in residential areas,Longer journeys for some; Oxford Road made more busy,No,
