pcd7,pcd8,pcds,dointr,doterm,usertype,oa11cd,lsoa11cd,msoa11cd,ladcd,lsoa11nm,msoa11nm,ladnm,ladnmw
"OX4 9FF","OX4  9FF","OX4 9FF","200905","200908","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FG","OX4  9FG","OX4 9FG","201107","201206","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FH","OX4  9FH","OX4 9FH","200906","201107","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FJ","OX4  9FJ","OX4 9FJ","200907","201008","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FL","OX4  9FL","OX4 9FL","200908","201008","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FN","OX4  9FN","OX4 9FN","200908","200909","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FP","OX4  9FP","OX4 9FP","200908","201209","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FQ","OX4  9FQ","OX4 9FQ","201011","201210","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FR","OX4  9FR","OX4 9FR","200910","201010","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FS","OX4  9FS","OX4 9FS","200910","201310","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FT","OX4  9FT","OX4 9FT","200910","201012","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FU","OX4  9FU","OX4 9FU","200910","201111","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FW","OX4  9FW","OX4 9FW","201108","201202","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FX","OX4  9FX","OX4 9FX","201001","201112","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FY","OX4  9FY","OX4 9FY","200911","201111","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9FZ","OX4  9FZ","OX4 9FZ","200912","201304","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GA","OX4  9GA","OX4 9GA","201802","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GB","OX4  9GB","OX4 9GB","201002","201202","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GD","OX4  9GD","OX4 9GD","201003","201105","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GE","OX4  9GE","OX4 9GE","201004","201105","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GF","OX4  9GF","OX4 9GF","201004","201812","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GG","OX4  9GG","OX4 9GG","201006","201107","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GH","OX4  9GH","OX4 9GH","201006","201107","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GJ","OX4  9GJ","OX4 9GJ","201006","201206","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GL","OX4  9GL","OX4 9GL","201010","201111","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GN","OX4  9GN","OX4 9GN","201010","201210","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GP","OX4  9GP","OX4 9GP","201012","201202","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GQ","OX4  9GQ","OX4 9GQ","201110","201212","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GR","OX4  9GR","OX4 9GR","201101","201602","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GS","OX4  9GS","OX4 9GS","201101","201203","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GT","OX4  9GT","OX4 9GT","201103","201310","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GU","OX4  9GU","OX4 9GU","201105","201305","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GW","OX4  9GW","OX4 9GW","201107","201208","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GX","OX4  9GX","OX4 9GX","201108","201609","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GY","OX4  9GY","OX4 9GY","201109","201210","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9GZ","OX4  9GZ","OX4 9GZ","201712","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HA","OX4  9HA","OX4 9HA","201111","201212","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HB","OX4  9HB","OX4 9HB","201112","201207","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HD","OX4  9HD","OX4 9HD","201112","201207","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HE","OX4  9HE","OX4 9HE","201609","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HF","OX4  9HF","OX4 9HF","201205","201212","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HG","OX4  9HG","OX4 9HG","201206","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HH","OX4  9HH","OX4 9HH","201209","201310","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HJ","OX4  9HJ","OX4 9HJ","201211","201307","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HL","OX4  9HL","OX4 9HL","201211","201701","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HN","OX4  9HN","OX4 9HN","201302","201408","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HP","OX4  9HP","OX4 9HP","201304","201507","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HQ","OX4  9HQ","OX4 9HQ","201304","201710","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HS","OX4  9HS","OX4 9HS","201307","201607","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HT","OX4  9HT","OX4 9HT","201307","201602","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HU","OX4  9HU","OX4 9HU","201308","201409","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HW","OX4  9HW","OX4 9HW","201309","201410","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HX","OX4  9HX","OX4 9HX","201309","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HY","OX4  9HY","OX4 9HY","201311","201412","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9HZ","OX4  9HZ","OX4 9HZ","201311","201605","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JA","OX4  9JA","OX4 9JA","201312","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JB","OX4  9JB","OX4 9JB","201406","201605","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JD","OX4  9JD","OX4 9JD","201406","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JE","OX4  9JE","OX4 9JE","201406","201508","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JF","OX4  9JF","OX4 9JF","201407","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JG","OX4  9JG","OX4 9JG","201408","201807","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JH","OX4  9JH","OX4 9JH","201409","201610","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JJ","OX4  9JJ","OX4 9JJ","201409","201705","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JL","OX4  9JL","OX4 9JL","201505","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JN","OX4  9JN","OX4 9JN","201412","201503","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JP","OX4  9JP","OX4 9JP","201505","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JQ","OX4  9JQ","OX4 9JQ","201506","201607","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JR","OX4  9JR","OX4 9JR","201509","201601","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JS","OX4  9JS","OX4 9JS","201510","201611","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JT","OX4  9JT","OX4 9JT","201511","201606","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JU","OX4  9JU","OX4 9JU","201601","201701","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JW","OX4  9JW","OX4 9JW","201601","201807","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JX","OX4  9JX","OX4 9JX","201601","201607","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JY","OX4  9JY","OX4 9JY","201606","201707","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9JZ","OX4  9JZ","OX4 9JZ","201610","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LA","OX4  9LA","OX4 9LA","201611","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LB","OX4  9LB","OX4 9LB","201612","201801","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LD","OX4  9LD","OX4 9LD","201706","201801","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LE","OX4  9LE","OX4 9LE","201706","201907","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LF","OX4  9LF","OX4 9LF","201707","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LG","OX4  9LG","OX4 9LG","201708","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LH","OX4  9LH","OX4 9LH","201709","201904","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LJ","OX4  9LJ","OX4 9LJ","201710","201805","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LL","OX4  9LL","OX4 9LL","201710","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LN","OX4  9LN","OX4 9LN","201711","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LP","OX4  9LP","OX4 9LP","201802","201809","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LQ","OX4  9LQ","OX4 9LQ","201802","201809","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LR","OX4  9LR","OX4 9LR","201803","201810","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LS","OX4  9LS","OX4 9LS","201804","201805","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LT","OX4  9LT","OX4 9LT","201805","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LU","OX4  9LU","OX4 9LU","201805","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LW","OX4  9LW","OX4 9LW","201807","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LX","OX4  9LX","OX4 9LX","201808","201903","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LY","OX4  9LY","OX4 9LY","201808","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9LZ","OX4  9LZ","OX4 9LZ","201809","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9NA","OX4  9NA","OX4 9NA","201811","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9NB","OX4  9NB","OX4 9NB","201811","201906","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9ND","OX4  9ND","OX4 9ND","201902","201904","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9NE","OX4  9NE","OX4 9NE","201902","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9NF","OX4  9NF","OX4 9NF","201904","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9NG","OX4  9NG","OX4 9NG","201904","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9NH","OX4  9NH","OX4 9NH","201906","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9QG","OX4  9QG","OX4 9QG","201012","201102","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 9ZZ","OX4  9ZZ","OX4 9ZZ","200411","200602","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447AA","OX44 7AA","OX44 7AA","199308","199512","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447AB","OX44 7AB","OX44 7AB","199405","199606","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447AD","OX44 7AD","OX44 7AD","200012","200109","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447AE","OX44 7AE","OX44 7AE","200106","200207","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447AH","OX44 7AH","OX44 7AH","200006","200207","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447AJ","OX44 7AJ","OX44 7AJ","200908","201008","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447AL","OX44 7AL","OX44 7AL","200006","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447AP","OX44 7AP","OX44 7AP","199712","200010","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447AS","OX44 7AS","OX44 7AS","199806","199912","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447FB","OX44 7FB","OX44 7FB","200012","200604","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447QJ","OX44 7QJ","OX44 7QJ","199712","201812","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447QL","OX44 7QL","OX44 7QL","199412","200604","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447QS","OX44 7QS","OX44 7QS","199812","200709","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447WA","OX44 7WA","OX44 7WA","200112","200908","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447WE","OX44 7WE","OX44 7WE","200409","200602","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447WH","OX44 7WH","OX44 7WH","200905","201812","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447WJ","OX44 7WJ","OX44 7WJ","200207","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447WL","OX44 7WL","OX44 7WL","200908","201009","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447WP","OX44 7WP","OX44 7WP","201304","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447WQ","OX44 7WQ","OX44 7WQ","201504","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447WS","OX44 7WS","OX44 7WS","200709","200809","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447WU","OX44 7WU","OX44 7WU","200606","200607","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447WW","OX44 7WW","OX44 7WW","200411","200912","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447WX","OX44 7WX","OX44 7WX","200207","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447WY","OX44 7WY","OX44 7WY","200408","200601","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447WZ","OX44 7WZ","OX44 7WZ","201209","201408","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447XT","OX44 7XT","OX44 7XT","200106","200304","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447YG","OX44 7YG","OX44 7YG","201606","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447YJ","OX44 7YJ","OX44 7YJ","200006","200408","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447YL","OX44 7YL","OX44 7YL","199712","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447YR","OX44 7YR","OX44 7YR","200006","200201","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447YS","OX44 7YS","OX44 7YS","200911","201005","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447YT","OX44 7YT","OX44 7YT","199706","201005","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447YX","OX44 7YX","OX44 7YX","199606","200603","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447ZG","OX44 7ZG","OX44 7ZG","200207","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447ZH","OX44 7ZH","OX44 7ZH","200407","200608","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447ZJ","OX44 7ZJ","OX44 7ZJ","200701","200901","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447ZL","OX44 7ZL","OX44 7ZL","200403","200705","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447ZN","OX44 7ZN","OX44 7ZN","200211","200408","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447ZP","OX44 7ZP","OX44 7ZP","200401","200903","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447ZQ","OX44 7ZQ","OX44 7ZQ","200310","201812","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447ZU","OX44 7ZU","OX44 7ZU","200308","200602","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447ZW","OX44 7ZW","OX44 7ZW","200401","200401","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX447ZY","OX44 7ZY","OX44 7ZY","200407","200908","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449AS","OX44 9AS","OX44 9AS","199501","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449BF","OX44 9BF","OX44 9BF","200112","201510","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449BX","OX44 9BX","OX44 9BX","199706","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449EH","OX44 9EH","OX44 9EH","199412","200401","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449HH","OX44 9HH","OX44 9HH","199501","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449LU","OX44 9LU","OX44 9LU","201003","201105","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449QP","OX44 9QP","OX44 9QP","199806","200803","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449QS","OX44 9QS","OX44 9QS","199712","200408","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449QT","OX44 9QT","OX44 9QT","199912","200709","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449QU","OX44 9QU","OX44 9QU","199912","200507","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449QX","OX44 9QX","OX44 9QX","200112","200310","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449WZ","OX44 9WZ","OX44 9WZ","200701","200701","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449XZ","OX44 9XZ","OX44 9XZ","200208","201902","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449YT","OX44 9YT","OX44 9YT","200012","200408","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449YU","OX44 9YU","OX44 9YU","200006","200303","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449ZJ","OX44 9ZJ","OX44 9ZJ","200309","200910","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449ZN","OX44 9ZN","OX44 9ZN","200303","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449ZQ","OX44 9ZQ","OX44 9ZQ","200405","201106","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449ZR","OX44 9ZR","OX44 9ZR","200405","200901","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX449ZX","OX44 9ZX","OX44 9ZX","200212","200602","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
